F_code,product,section,raw1,raw2,raw3,raw4,raw5,raw6,raw7,raw8,raw9,raw10,raw11,raw12,raw13,raw14,raw15,raw16,raw17,raw18,raw19,raw20,raw21,raw22,raw23,raw24,raw25,raw26,raw27,raw28,raw29,raw30,raw31,raw32,raw33,raw34,raw35,raw36,raw37,raw38,raw39,raw40,raw41,raw42,raw43,raw44,raw45,raw46,raw47
RBJN0300,볶음너구리,면,소맥분,감자전분,팜유,초산전분,정제소금(정제염),난각칼슘,기타가공품(해물페이스트),식용유지가공품(식물성풍미유),면류첨가알칼리제(면미소),중합인산염,소스류(올리고녹차풍미액),비타민 B2(비타민비투),정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJN0300,볶음너구리,스프류,백설탕,포도당,복합조미식품(홍합조미분VD),복합조미식품(홍합지미베이스분말),복합조미식품(해물채소분말),기타가공품(칠리맛조미분SB),복합조미식품(복합조미간장분말),향신료조제품(볶음양념분-B),복합조미식품(오징어풍미분말),복합조미식품(조미아미노산간장분말NM),복합조미식품(멸치조미분-S),정제소금,복합조미식품(혼합해물베이스분말NM),5-리보뉴클레오티드이나트륨,복합조미식품(해물베이스NM),고춧가루(고춧가루-T),호박산이나트륨,식품첨가물혼합제제(분말카라멜),후추가루,향미유(매운맛풍미유),채종유(유채유 또는 카놀라유),두류가공품(대두단백F),기타가공품(홍합볼),어묵(너구리형어묵),건다시마,건당근,컬미역,,,,,,,,,,,,,,,,,,,,
RCPN0301,볶음너구리큰사발면,면,소맥분,팜유,감자전분,초산전분,식용유지가공품(식물성풍미유),난각칼슘,정제소금(정제염),면류첨가알칼리제(면미소),중합인산염,소스류(올리고녹차풍미액),비타민 B2(비타민비투),정제수,두류가공품(조미단백HK),기타가공품(홍합볼),어묵(너구리형 어묵),건당근(건당근2호),건미역(미역컬3호),수산물가공품(건다시마1010),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPN0301,볶음너구리큰사발면,스프류,백설탕,포도당,복합조미식품(홍합조미분VD),복합조미식품(홍합지미베이스분말),복합조미식품(해물채소분말),기타가공품(칠리맛조미분SB),복합조미식품(복합조미간장분말),향신료조제품(볶음양념분-B),복합조미식품(오징어풍미분말),복합조미식품(조미아미노산간장분말NM),복합조미식품(멸치조미분-S),전분가공품(호화감자전분),정제염,복합조미식품(혼합해물베이스분말NM),5-리보뉴클레오티드이나트륨,복합조미식품(해물베이스NM),고춧가루(고추가루-T),호박산이나트륨,식품첨가물혼합제제(분말카라멜),후추가루,향미유(매운맛풍미유),채종유(유채유 또는 카놀라유),향미유(야채볶음풍미유),칠리엑기스,,,,,,,,,,,,,,,,,,,,,,,
RBJS0400,사리곰탕면,면,소맥분,팜유,감자전분,쌀가루,곡류가공품(활성소맥글루텐),정제소금,난각칼슘,면류첨가알칼리제(면미소),중합인산염,소스류(올리고녹차풍미액),정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJS0400,사리곰탕면,스프류,복합조미식품(사골추출물분말SH),복합조미식품(진사골추출물분말),정제소금(정제염),복합조미식품(돈골조미분말KF-NM),복합조미식품(맛베이스SW),식육추출가공품(사골분말2호),설탕(정백당),기타가공품(마늘베이스TK),복합조미식품(조미양파풍미료NM),5-리보뉴클레오티드이나트륨,복합조미식품(비프사골풍미료SH),천연향신료(후추분말),식물성크림(비크림-T),호박산이나트륨,복합조미식품(꼬리곰탕베이스분말NM),기타가공품(매운양념분말2호),동결건조중파,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPS0401,사리곰탕큰사발면,면,소맥분,감자전분,팜유,초산전분,정제소금(정제염),식용유지가공품(식물성풍미유),난각칼슘,면류첨가알칼리제(면미소),중합인산염,소스류(올리고녹차풍미액),정제수,과채가공품(동결건조중파2호),건파,곡류가공품(쌀가루),기타가공품(활성소맥글루텐),소스류(사골비프혼합추출물),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPS0401,사리곰탕큰사발면,스프류,복합조미식품(비프사골풍미료SH),복합조미식품(도가니맛조미분NM),기타가공품(비프스톡조미분),복합조미식품(소고기풍미분NM),식물성크림(비크림-T),복합조미식품(사태추출물분말NM),복합조미식품(팜유조미분말),덱스트린(말토덱스트린),정제소금,복합조미식품(양파베이스2호),알파미분,백설탕,5-리보뉴클레오티드이나트륨,후추가루,호박산이나트륨,기타가공품(조미양념분5호),건파,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJJ0204,사천짜파게티,면,소맥분,팜유,감자전분,초산전분,정제소금(정제염),식용유지가공품(식물성풍미유),면류첨가알칼리제(면미소),소스류(올리고녹차풍미액),중합인산염,비타민 B2,난각칼슘,정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJJ0204,사천짜파게티,스프류,복합조미식품(사천짜장베이스),복합조미식품(분말짜장와이),백설탕,식품첨가물혼합제제(분말카라멜3호),복합조미식품(볶음조미소백분1호),복합조미식품(소고기양념풍미료NM),복합조미식품(볶음조미옥수수분),복합조미식품(볶음양파분),덱스트린,5-리보뉴클레오티드이나트륨,복합조미식품(풍미간장조미분),기타가공품(조미양념분5호),정제소금,복합조미식품(간장분말SH),복합조미식품(조미대두단백-JNM),기타가공품(건감자튀김),과채가공품(건양배추),두류가공품(동결건조완두콩),과채가공품(조미볶음양파),과채가공품(건당근),사천짜장풍미유,짜장풍미유4호,사천조미유,양파조미유,파풍미유,매운야채풍미유,,,,,,,,,,,,,,,,,,,,,
RCPJ0201,사천짜파게티큰사발면,면,소맥분,팜유,감자전분,초산전분,식용유지가공품(식물성풍미유),난각칼슘,정제소금(정제염),면류첨가알칼리제(면미소),중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,두류가공품(대두단백),과채가공품(건양배추),기타가공품(건감자튀김),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPJ0201,사천짜파게티큰사발면,스프류,복합조미식품(사천짜장베이스),복합조미식품(분말짜장와이),식품첨가물혼합제제(분말카라멜3호),백설탕,복합조미식품(볶음조미옥수수분),복합조미식품(볶음양파분),복합조미식품(소고기양념풍미료NM),덱스트린,복합조미식품(볶음조미소백분1호),복합조미식품(간장분말SH),5-리보뉴클레오티드이나트륨,기타가공품(조미양념분5호),고춧가루(고춧가루-T),복합조미식품(풍미간장조미분),사천짜장풍미유,짜장풍미유4호,사천조미유,양파조미유,파풍미유,매운야채풍미유,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPS0800,새우탕큰사발면,면,소맥분,감자전분,팜유,초산전분,정제소금(정제염),난각칼슘,소스류(야채조미추출물),면류첨가알칼리제(면미소),중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,어묵(어포2호),기타가공품(새우맛볼MD),건미역(미역컬),건당근,건새우,구아검,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPS0800,새우탕큰사발면,스프류,정제소금,백설탕,곡류가공품(알파콘씨),복합조미식품(육수베이스분말NM),복합조미식품(매운맛분말HOT),기타가공품(조미양념분5호),복합조미식품(오징어풍미분말),복합조미식품(새우베이스분말),기타가공품(후레바부스터분말TK),5-리보뉴클레오티드이나트륨,복합조미식품(매운탕풍미분말),복합조미식품(새우엑기스분말H),복합조미식품(혼합해물베이스분말NM),호박산이나트륨,복합조미식품(향신조미분NM),후추가루,식품첨가물혼합제제(수화검),복합조미식품(모듬해물분말NM),복합조미식품(홍합지미베이스분말),,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJN0302,순한너구리,면,소맥분,팜유,감자전분,변성전분(초산전분),식용유지가공품(식물성풍미유),정제소금,기타가공품(해물페이스트),난각칼슘,면류첨가알칼리제(면미소),중합인산염,소스류(올리고녹차풍미액),정제수,다시마(건다시마),비타민 B2,복합조미식품(글루텐펩타이드),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJN0302,순한너구리,스프류,복합조미식품(다랑어추출물분말NM),정제소금,백설탕,복합조미식품(복합식물성풍미분말),복합조미식품(멸치맛분말NM),복합조미식품(홍합조미분VD),복합조미식품(오징어풍미분말),복합조미식품(홍합지미베이스),덱스트린,5-리보뉴클레오티드이나트륨,기타가공품(조미양념분5호),호박산이나트륨,후추가루,복합조미식품(육맛조미분NM),기타가공품(마늘베이스TK),식품첨가물혼합제제(분말카라멜),기타가공품(칠리맛풍미분TK),향신료조제품(볶음양념분-B),기타가공품(매운맛조미분TK),복합조미식품(조미아미노산간장분말SH),기타가공품(양파풍미분SH),컬미역3호,어묵(너구리형어묵N),과채가공품(건당근),,,,,,,,,,,,,,,,,,,,,,,
RBJS1500,신라면,면,소맥분,팜유,감자전분,초산전분,정제소금(정제염),난각칼슘,면류첨가알칼리제(면미소),기타가공품(야채조미추출물),중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJS1500,신라면,스프류,정제소금,복합조미식품(소고기맛베이스M2),백설탕,향신료조제품(볶음양념분-B),5-리보뉴클레오티드이나트륨,과채가공품(조미홍고추분말),후추가루,호박산이나트륨,복합조미식품(매콤양념분말SH),복합조미식품(간장양념분말SH),복합조미식품(조미소고기분말SH),복합조미식품(간장분말SH),과채가공품(건청경채),두류가공품(대두단백F(K)),건표고버섯,과채가공품(건당근),건파,고춧가루(고추후레이크),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJS1501,신라면건면,면,밀가루(소맥분),초산전분,정제소금(정제염),식물성크림(유미분70),면류첨가알칼리제(면미소),마리골드색소,복합액상토코페롤,중합인산염,정제수,감자전분,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJS1501,신라면건면,스프류,복합조미식품(사골양념분말SH),정제소금,복합조미식품(소고기맛베이스M2),백설탕,복합조미식품(조미아미노산간장분말SH),향신료조제품(볶음양념분B),호화감자전분,복합조미식품(조미소고기분말SH),복합조미식품(간장분말SH),과채가공품(조미홍고추분말),된장(분말된장SH),기타가공품(마늘베이스TK),복합조미식품(칠리맛풍미분TK),후추가루,기타가공품(표고버섯분말),기타가공품(양파풍미분SH),5-리보뉴클레오티드이나트륨,호박산이나트륨,복합조미식품(청양고추시즈닝분말),기타가공품(후추풍미분말TK),기타가공품(매운맛조미분TK),복합조미식품(생강추출물분말),미강유(현미유),양파풍미유,고추조미유,과채가공품(건청경채),건표고버섯,과채가공품(건당근),건파,과채가공품(조미건조홍고추2호),,,,,,,,,,,,,,,,,
RBJS1502,신라면볶음면,면,밀가루,팜유,감자전분,초산전분,정제소금,면류첨가알칼리제(면미소),기타가공품(난각칼슘),중합인산염,알긴산프로필렌글리콜,소스류(올리고녹차풍미액),정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJS1502,신라면볶음면,스프류,백설탕,복합조미식품(양념간장조미분),기타가공품(칠리맛조미분TK),정제소금,복합조미식품(소고기분말SJ),복합조미식품(볶음소고기분말),복합조미식품(핫스파이스분말),후추가루,포도당,복합조미식품(비프본오일분말),마늘추출물분말,향신료조제품(볶음양념분-B),과채가공품(표고버섯분말),5-리보뉴클레오티드이나트륨,복합조미식품(소고기맛베이스M2),전분가공품(호화감자전분 C-200),글리신,기타가공품(후추풍미분말),복합조미식품(향신간장분말),식품첨가물혼합제제(분말카라멜),구연산,호박산이나트륨,덱스트린,채종유(유채유 또는 카놀라유),볶음대파풍미유,표고야채풍미유,야채볶음풍미유,매운맛풍미유,파프리카추출색소(칠리엑기스10(CO2)),어묵,과채가공품(건청경채),두류가공품(조미단백HK),건표고버섯,,,,,,,,,,,,,,
RCPS1503,신라면볶음면큰사발,면,밀가루(소맥분),팜유,감자전분,초산전분,정제소금(정제염),난각칼슘,면류첨가알칼리제(면미소),중합인산염,구아검,알긴산프로필렌글리콜,소스(올리고녹차풍미액),비타민 B2(비타민비투),정제수,건표고버섯,건청경채,어묵(신어묵),두류가공품(조미단백HK),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPS1503,신라면볶음면큰사발,스프류,백설탕,복합조미식품(양념간장조미분),기타가공품(칠리맛풍미분TK),정제소금,복합조미식품(소고기분말SJ),복합조미식품(볶음소고기분말),복합조미식품(핫스파이스분말),후추가루,호화감자전분,포도당,복합조미식품(비프본오일분말),복합조미식품(마늘추출물분말),향신료조제품(볶음양념분-B),기타가공품(칠리풍미분말TK),과채가공품(표고버섯분말),5-리보뉴클레오티드이나트륨,복합조미식품(소고기맛베이스M2),글리신,기타가공품(후추풍미분말),복합조미식품(향신간장분말),호박산이나트륨,식품첨가물혼합제제(분말카라멜),구연산,덱스트린,채종유(유채유 또는 카놀라유),볶음대파풍미유,표고야채풍미유,야채볶음풍미유,매운맛풍미유,파프리카추출색소(칠리엑기스10(CO2)),,,,,,,,,,,,,,,,,
RBJS1504,신라면블랙,면,밀가루(소맥분),팜유,감자전분,변성전분,정제소금,난각칼슘,면류첨가알칼리제(면미소),기타가공품(야채풍미액),중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,기타가공품(고기야채건더기),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJS1504,신라면블랙,스프류,복합조미식품(버섯야채조미분),기타가공품(마늘베이스TK),복합조미식품(육수맛조미베이스NS),복합조미식품(우골조미분말NM),기타가공품(칠리맛풍미분TK),5-리보뉴클레오티드이나트륨,복합조미식품(비프본오일분말),정제소금,복합조미식품(간장분말NM),향신료조제품(볶음양념분-B),기타가공품(표고버섯분말),후추가루,복합조미식품(콩나물추출물분말),기타엿(정제말토스),복합조미식품(참기름양파볶음분말),복합조미식품(김치조미베이스),향신료조제품(조미홍고추분말),호박산이나트륨,기타가공품(매운맛조미분TK),복합조미식품(생강추출물분말),식육추출가공품(돈골분말(복합엑기스DG)),기타가공품(양파풍미분TK),복합조미식품(양파볶음분말),복합조미식품(참깨조미분말),복합조미식품(야채분말NM),백설탕,복합조미식품(다시마추출분말),식육추출가공품(사골분말(복합엑기스SG)),복합조미식품(양지무베이스분말NM),복합조미식품(새우액젓분말),과채가공품(동결건조양파분말),,,,,,,,,,,,,,,,
RCPS1505,신라면블랙사발,면,소맥분,감자전분,팜유,초산전분,정제소금(정제염),식용유지가공품(식물성풍미유),난각칼슘,기타가공품(야채조미추출물),면류첨가알칼리제(면미소),마리골드색소,중합인산염,소스류(올리고녹차풍미액),정제수,과채가공품(건청경채2호),식육함유가공품(고기고명W),기타가공품(계란후레이크S),건표고버섯(건표고버섯SB),건조링홍고추플레이크(링홍고추후레이크),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPS1505,신라면블랙사발,스프류,복합조미식품(육수맛조미베이스NS),기타가공품(마늘베이스TK),식물성크림(비크림-T),복합조미식품(버섯야채조미분),복합조미식품(우골조미분말),기타가공품(칠리맛풍미분TK),기타엿(정제말토스),5-리보뉴클레오티드이나트륨,복합조미식품(간장분말NM),복합조미식품(비프본오일분말),정제소금,향신료조제품(볶음양념분-B),기타가공품(표고버섯분말),복합조미식품(콩나물추출물분말),백설탕,덱스트린,복합조미식품(참기름양파볶음분말),후추가루,복합조미식품(김치조미베이스),향신료조제품(조미홍고추분말),호박산이나트륨,기타가공품(매운맛조미분TK),복합조미식품(생강추출물분말),복합조미식품(돈골추출물분말),덱스트린,기타가공품(양파풍미분TK),복합조미식품(양파볶음분말),복합조미식품(참깨조미분말),식육추출가공품(사골분말(복합엑기스SG)),기타엿(정제말토스),복합조미식품(비프본오일분말),복합조미식품(야채조미분말NM),식물성크림(비크림-T),백설탕,복합조미식품(다시마추출분말),복합조미식품(양지무베이스분말NM),복합조미식품(새우액젓분말),과채가공품(동결건조양파분말),정제소금,,,,,,,,
RCPS1506,신라면컵,면,소맥분,팜유,감자전분,초산전분,정제소금(정제염),난각칼슘,면류첨가알칼리제(면미소),구아검,중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,건파(건파3호),건표고버섯(건표고갓다이스),건당근(건당근3호),과채가공품(조미건조홍고추2호),식용유지가공품(식물성풍미유),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPS1506,신라면컵,스프류,정제소금,복합조미식품(복합조미간장분말SH),변성전분(퍼셀리 비씨(전분)),복합조미식품(간장풍미분말SH-2호),백설탕,복합조미식품(조미소고기분말SH),복합조미식품(매운탕분말에스),기타가공품(칠리맛조미분SB),향신료조제품(볶음양념분-B),기타가공품(조미양념분5호),기타가공품(콩나물추출물분말),복합조미식품(마늘추출물분말),복합조미식품(사골된장분말),복합조미식품(국밥베이스분말NM),된장(분말된장SH),고춧가루(고춧가루-T),복합조미식품(생고추조미분말),복합조미식품(비프장국분말NM),기타가공품(양파풍미분SH),후추가루,복합조미식품(조미육베이스NM),5-리보뉴클레오티드이나트륨,기타가공품(표고버섯분말),호박산이나트륨,기타가공품(매운맛조미분 TK),복합조미식품(풍미간장조미분),식품첨가물혼합제제(분말카라멜),기타가공품(생강추출물분말),,,,,,,,,,,,,,,,,,,
RCPS1507,신라면큰사발,면,소맥분,팜유,감자전분,초산전분,정제소금(정제염),소스류(이스트조미액),면류첨가알칼리제(면미소),중합인산염,소스류(올리고녹차풍미액),난각칼슘,비타민 B2,정제수,건표고버섯,건파,과채가공품(조미건조홍고추2호),건당근,두류가공품(조미단백HK),과채가공품(건청경채(F)),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPS1507,신라면큰사발,스프류,정제소금,복합조미식품(복합조미간장분말SH),복합조미식품(버섯풍미분말SH-2호),백설탕,복합조미식품(매운탕분말에스),변성전분(파셀리 비씨(변성전분)),복합조미식품(사골된장분말),복합조미식품(비프조미분NM),포도당(무수결정포도당),기타가공품(양파풍미분SH),복합조미식품(양념구이조미분),복합조미식품(생고추조미분말),기타가공품(칠리맛조미분SB),향신료조제품(볶음양념분-B),복합조미식품(수육조미분NM),된장(분말된장SH),복합조미식품(사골추출물분말SH),복합조미식품(마늘추출물분말),후추가루,5-리보뉴클레오티드이나트륨,기타가공품(조미양념분5호),복합조미식품(육수조미분말NM),고춧가루(고춧가루-T),복합조미식품(양파조미베이스),복합조미식품(장국양념분말),복합조미식품(다시마정미추출분말),기타가공품(매운맛조미분 TK),호박산이나트륨,분말카라멜,기타가공품(생강추출물분말),,,,,,,,,,,,,,,,,
RBJE0500,안성탕면,면,소맥분,팜유,감자전분,쌀가루,곡류가공품(활성소맥글루텐),정제소금,난각칼슘,면류첨가알칼리제(면미소),중합인산염,소스류(마늘조미액),구아검,소스류(올리고녹차풍미액),비타민 B2,정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJE0500,안성탕면,스프류,정제소금,기타가공품(양념조미분말TK),백설탕,복합조미식품(볶음된장분말),복합조미식품(양념장베이스NM),복합조미식품(고소한양념분말),복합조미식품(구수한맛분말),복합조미식품(사골우거지베이스SH),복합조미식품(간장조미분말3호),복합조미식품(사골추출물분말NM),복합조미식품(조미된장분말),복합조미식품(전골스파이스분말NM),5-리보뉴클레오티드이나트륨,복합조미식품(비프본오일분말),미역(미역컬5호),복합조미식품(매운맛분말HOT),향신료조제품(볶음양념분-B),덱스트린,기타가공품(계란스크램블-S),후추가루,호박산이나트륨,복합조미식품(염장고추분말NM),복합조미식품(칠리맛풍미분TK),복합조미식품(복합양념분말S),과채가공품(마늘동결건조분말),복합조미식품(이스트조미분),복합조미식품(불고기분말향),식품첨가물혼합제제(분말카라멜2호),고춧가루(고추후레이크-S),복합조미식품(진한맛조미분),,,,,,,,,,,,,,,,,
RBJN0303,앵그리너구리,면,밀가루,감자전분,팜유,초산전분,식용유지가공품(식물성풍미유),정제소금,난각칼슘,복합조미식품(글루텐펩타이드),기타가공품(해물페이스트),면류첨가알칼리제(면미소),중합인산염,소스(올리고녹차풍미액),비타민 B2,정제수,수산물가공품(건다시마),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJN0303,앵그리너구리,스프류,정제소금,복합조미식품(홍합지미베이스분말),기타가공품(조미양념분5호),복합조미식품(홍합조미분VD),복합조미식품(해물양념분말),백설탕,기타가공품(칠리맛조미분SB),복합조미식품(매운맛분말ML),기타가공품(매운양념분말2호),복합조미식품(소고기양념풍미료NM),호박산이나트륨,복합조미식품(소고기맛베이스M2),후추가루,복합조미식품(복합조미간장분말SH),복합조미식품(오징어풍미분말),복합조미식품(조미아미노산간장분말SH),기타가공품(마늘베이스TK),5-리보뉴클레오티드이나트륨,기타가공품(멸치조미분-S),포도당,식품첨가물혼합제제(분말카라멜),컬미역,어묵(너구리형어묵N),,,,,,,,,,,,,,,,,,,,,,,,
RCPE0700,앵그리짜파구리큰사발면,면,밀가루(소맥분),팜유,감자전분,초산전분,식용유지가공품(식물성풍미유),난각칼슘,정제소금(정제염),면류첨가알칼리제(면미소),중합인산염,소스(올리고녹차풍미액),비타민 B2(비타민비투),정제수,건당근,두류가공품(조미단백),어묵(너구리형어묵),기타 수산물가공품(건다시마),기타 수산물가공품(미역컬),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPE0700,앵그리짜파구리큰사발면,스프류,백설탕,복합조미식품(분말짜장와이),복합조미식품(짜장베이스분말JP),식품첨가물혼합제제(분말카라멜2호),포도당,식품첨가물혼합제제(분말카라멜3호),복합조미식품(홍합조미분VD),복합조미식품(홍합지미베이스분말),복합조미식품(볶음조미소맥분1호),덱스트린,복합조미식품(해물채소분말),기타가공품(칠리맛조미분SB),복합조미식품(복합조미간장분말SH),복합조미식품(야채오일분말),향신료조제품(볶음양념분-B),복합조미식품(매운맛분말ML),복합조미식품(볶음조미옥수수분),복합조미식품(구운해물분),5-리보뉴클레오티드이나트륨,기타가공품(매운맛조미분TK),정제소금,복합조미식품(시원한육수분말),복합조미식품(짜장베이스씨에스),복합조미식품(양파볶음분말),복합조미식품(조미아미노산간장분말SH),복합조미식품(조미짜장분말),기타가공품(멸치조미분-S),호화감자전분,과채가공품(FD생생고추파우다),호박산이나트륨,후추가루,향미유(매운맛풍미유),채종유(유채유 또는 카놀라유),향미유(야채볶음풍미유),파프리카추출색소(칠리엑기스10(CO2)),,,,,,,,,,,,
RBJN0304,얼큰한너구리,면,소맥분,팜유,감자전분,초산전분,정제소금,난각칼슘,면류첨가알칼리제,중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,수산물가공품(건다시마),식용유지가공품(식물성풍미유),기타가공품(해물페이스트),복합조미식품(글루텐펩타이드),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJN0304,얼큰한너구리,스프류,정제소금,복합조미식품(홍합지미베이스분말),복합조미식품(홍합추출물분말),복합조미식품(해물채소분말),기타가공품(조미양념분5호),백설탕,향신료조제품(볶음양념분-B),포도당,과채가공품(FD고추생생파우다),호박산이나트륨,기타가공품(마늘베이스TK),후추가루,복합조미식품(조미아미노산간장분말SH),복합조미식품(복합조미간장분말SH),기타가공품(양파풍미분SH),기타가공품(칠리맛풍미분TK),복합조미식품(멸치조미분-S),5-리보뉴클레오티드이나트륨,분말카라멜,기타가공품(매운양념분말2호),복합조미식품(시원한육수분말),곡류가공품(알파콘씨),복합조미식품(구운해물분),식품첨가물(사과산),컬미역,어묵(오징어맛후레이크10),과채가공품(건당근),,,,,,,,,,,,,,,,,,,,
RBJE2300,오징어짬뽕,면,소맥분,팜유,감자전분,초산전분,정제소금,난각칼슘,기타가공품(해물페이스트),면류첨가알칼리제(면미소),중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBJE2300,오징어짬뽕,스프류,정제소금,복합조미식품(오징어짬뽕분),백설탕,복합조미식품(해물볶음조미분NM),기타가공품(칠리맛조미분SB),복합조미식품(구운해물분),5-리보뉴클레오티드이나트륨,향신료조제품(볶음양념분-B),복합조미식품(짬뽕분말2호),복합조미식품(육수베이스분말NM),기타가공품(마늘베이스TK),기타엿(정제말토스),호박산이나트륨,복합조미식품(야채풍미유분말),후추가루,기타가공품(매운맛조미분TK),식품첨가물혼합제제(분말카라멜2호),복합조미식품(해물양념분말),복합조미식품(복합조미간장분말SH),덱스트린(분말덱스트린),과채가공품(건양배추),과채가공품(건당근),동결건조오징어,컬미역,건목이버섯,,,,,,,,,,,,,,,,,,,,,,
RCPE2301,오징어짬뽕컵,면,소맥분,팜유,감자전분,초산전분,정제소금(정제염),난각칼슘,면류첨가알칼리제(면미소),구아검,중합인산염,소스류(올리고녹차풍미액),비타민 B2,정제수,과채가공품(건양배추(대)),수산물가공품(동결건조오징어30),식용유지가공품(식물성풍미유),건파(건파3호),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCPE2301,오징어짬뽕컵,스프류,복합조미식품(볶음해선베이스NM),정제염,복합조미식품(야채볶음풍미분NM),복합조미식품(매운맛분말HOT),기타가공품(칠리맛조미분SB),백설탕,당류가공품(알파덱스트린),기타가공품(파조미분말),복합조미식품(새우풍미분NM),기타가공품(마늘베이스TK),5-리보뉴클레오티드이나트륨,복합조미식품(조미양조간장분말),후추가루,호박산이나트륨,복합조미식품(오징어짬뽕분),복합조미식품(구운해물분),복합조미식품(홍합조미분VD),기타엿(정제말토스),식품첨가물혼합제제(분말카라멜2호),복합조미식품(맛베이스SW),복합조미식품(복합조미간장분말SH),포도당(정제포도당),기타가공품(양파풍미분SH),,,,,,,,,,,,,,,,,,,,,,,,
